GENDER (1=M)	MEASURED WEIGHT (LB)	REPORTED WEIGHT (LB)	MEASURED HEIGHT (IN)	REPORTED  HEIGHT (IN)	MEASURED WEIGHT (KG)	REPORTED WEIGHT (KG)	MEASURED HEIGHT (CM)	REPORTED HEIGHT (CM)
0	123.9	120	63.7	63	56.2	54.4	161.9	160.0
0	99.6	102	60.8	61	45.2	46.3	154.5	154.9
0	198.0	198	60.9	61	89.8	89.8	154.7	154.9
0	136.9	135	64.4	66	62.1	61.2	163.7	167.6
0	131.2	120	65.3	64	59.5	54.4	165.9	162.6
0	176.1	178	63.9	64	79.9	80.7	162.2	162.6
1	215.6	212	69.8	71	97.8	96.2	177.3	180.3
0	254.6	260	65.8	66	115.5	117.9	167.2	167.6
0	222.2	212	67.3	67	100.8	96.2	170.9	170.2
0	228.4	224	66.5	66	103.6	101.6	169.0	167.6
0	171.3	174	65.8	66	77.7	78.9	167.1	167.6
1	124.3	160	66.3	67	56.4	72.6	168.4	170.2
1	204.4	200	74.1	74	92.7	90.7	188.1	188.0
0	106.7	109	62.2	62	48.4	49.4	157.9	157.5
1	214.3	210	69.5	68	97.2	95.3	176.6	172.7
0	129.0	130	64.2	64	58.5	59.0	163.0	162.6
1	134.9	140	69.7	70	61.2	63.5	177.0	177.8
0	164.2	165	62.4	64	74.5	74.8	158.6	162.6
1	181.7	183	67.4	68	82.4	83.0	171.2	172.7
1	228.6	230	67.9	69	103.7	104.3	172.5	175.3
1	152.8	155	68.3	68	69.3	70.3	173.4	172.7
1	142.4	147	67.3	68	64.6	66.7	170.9	172.7
1	152.8	364	66.5	68	69.3	165.1	169.0	172.7
0	114.6	115	59.9	60	52.0	52.2	152.1	152.4
1	150.1	150	73.4	74	68.1	68.0	186.5	188.0
0	157.0	160	60.6	61	71.2	72.6	153.9	154.9
1	183.6	178	72.0	73	83.3	80.7	182.8	185.4
0	136.7	135	59.6	56	62.0	61.2	151.3	142.2
1	179.5	165	65.6	66	81.4	74.8	166.6	167.6
0	130.3	187	59.6	61	59.1	84.8	151.4	154.9
1	164.5	171	67.8	69	74.6	77.6	172.1	175.3
1	212.1	210	74.3	75	96.2	95.3	188.8	190.5
0	138.9	138	67.8	69	63.0	62.6	172.2	175.3
0	218.7	208	65.8	66	99.2	94.3	167.2	167.6
0	141.1	140	61.5	61	64.0	63.5	156.3	154.9
1	114.9	120	69.0	70	52.1	54.4	175.3	177.8
0	126.1	120	62.6	63	57.2	54.4	159.1	160.0
0	167.6	163	65.7	66	76.0	73.9	167.0	167.6
0	118.4	110	62.0	62	53.7	49.9	157.5	157.5
0	172.2	155	63.4	63	78.1	70.3	161.1	160.0
1	158.5	158	71.7	70	71.9	71.7	182.1	177.8
0	200.2	205	67.8	67	90.8	93.0	172.3	170.2
1	183.6	160	70.9	70	83.3	72.6	180.2	177.8
0	158.1	153	64.8	65	71.7	69.4	164.7	165.1
0	203.7	203	64.9	63	92.4	92.1	164.9	160.0
0	186.5	188	56.9	60	84.6	85.3	144.6	152.4
0	244.1	243	68.0	68	110.7	110.2	172.6	172.7
1	267.6	260	64.3	62	121.4	117.9	163.4	157.5
1	185.2	199	70.2	72	84.0	90.3	178.3	182.9
1	203.0	198	72.8	74	92.1	89.8	184.9	188.0
0	173.7	148	63.0	64	78.8	67.1	159.9	162.6
0	170.2	165	65.8	67	77.2	74.8	167.1	170.2
1	136.2	130	67.5	68	61.8	59.0	171.4	172.7
1	226.2	225	66.5	68	102.6	102.1	168.9	172.7
0	104.5	105	63.3	63	47.4	47.6	160.9	160.0
1	150.4	143	63.9	65	68.2	64.9	162.2	165.1
1	139.3	140	65.5	66	63.2	63.5	166.4	167.6
0	128.8	128	64.1	65	58.4	58.1	162.7	165.1
0	173.7	170	64.8	66	78.8	77.1	164.5	167.6
0	148.8	140	63.6	64	67.5	63.5	161.6	162.6
0	148.6	148	64.4	66	67.4	67.1	163.6	167.6
1	235.0	240	70.7	72	106.6	108.9	179.7	182.9
0	299.4	268	65.8	67	135.8	121.6	167.1	170.2
0	123.9	124	60.6	60	56.2	56.2	153.9	152.4
1	194.4	201	64.8	65	88.2	91.2	164.7	165.1
1	205.0	200	66.1	68	93.0	90.7	167.8	172.7
0	182.8	175	61.3	62	82.9	79.4	155.7	157.5
1	129.6	126	59.4	60	58.8	57.2	150.8	152.4
0	239.6	225	67.0	69	108.7	102.1	170.2	175.3
1	175.9	182	70.1	71	79.8	82.6	178.1	180.3
0	118.6	118	63.1	63	53.8	53.5	160.2	160.0
0	212.5	215	63.9	65	96.4	97.5	162.3	165.1
1	155.4	150	72.2	72	70.5	68.0	183.5	182.9
0	201.5	199	66.7	67	91.4	90.3	169.4	170.2
0	143.3	136	65.0	65	65.0	61.7	165.1	165.1
1	134.0	138	70.2	71	60.8	62.6	178.2	180.3
1	215.4	215	72.1	73	97.7	97.5	183.1	185.4
1	168.4	172	70.3	72	76.4	78.0	178.5	182.9
0	190.0	180	64.3	65	86.2	81.6	163.4	165.1
1	340.8	343	65.8	66	154.6	155.6	167.1	167.6
1	183.2	191	69.8	71	83.1	86.6	177.4	180.3
0	112.0	115	61.9	61	50.8	52.2	157.1	154.9
1	170.0	166	65.8	66	77.1	75.3	167.2	167.6
0	181.9	180	60.7	61	82.5	81.6	154.2	154.9
0	282.9	289	67.0	67	128.3	131.1	170.1	170.2
1	193.8	195	71.9	73	87.9	88.5	182.5	185.4
0	149.5	145	63.8	64	67.8	65.8	162.0	162.6
0	143.7	150	64.3	67	65.2	68.0	163.3	170.2
1	128.1	130	66.8	67	58.1	59.0	169.6	170.2
1	231.7	242	70.0	71	105.1	109.8	177.7	180.3
0	121.7	123	63.4	63	55.2	55.8	161.0	160.0
1	190.0	195	70.7	72	86.2	88.5	179.7	182.9
0	161.2	143	57.6	60	73.1	64.9	146.2	152.4
1	175.3	175	70.0	70	79.5	79.4	177.9	177.8
0	263.0	260	64.3	64	119.3	117.9	163.4	162.6
1	129.9	140	68.3	70	58.9	63.5	173.4	177.8
1	190.7	197	63.2	64	86.5	89.4	160.6	162.6
1	207.0	208	72.4	74	93.9	94.3	184.0	188.0
1	165.8	140	64.6	66	75.2	63.5	164.0	167.6
0	151.5	150	54.7	55	68.7	68.0	139.0	139.7
1	191.1	187	70.7	69	86.7	84.8	179.6	175.3
0	120.8	120	65.0	66	54.8	54.4	165.2	167.6
0	204.6	190	60.3	60	92.8	86.2	153.1	152.4
1	197.5	202	69.3	69	89.6	91.6	175.9	175.3
1	144.8	135	69.1	70	65.7	61.2	175.4	177.8
1	142.0	148	68.0	68	64.4	67.1	172.8	172.7
0	179.7	180	57.2	66	81.5	81.6	145.3	167.6
1	315.0	300	70.8	71	142.9	136.1	179.9	180.3
1	147.3	150	63.7	63	66.8	68.0	161.7	160.0
1	223.3	225	70.9	71	101.3	102.1	180.0	180.3
1	269.0	272	68.1	67	122.0	123.4	172.9	170.2
1	170.0	165	67.8	70	77.1	74.8	172.3	177.8
1	131.8	132	67.6	67	59.8	59.9	171.8	170.2
0	98.8	95	62.7	64	44.8	43.1	159.2	162.6
0	196.4	185	64.4	65	89.1	83.9	163.6	165.1
0	136.5	140	65.4	67	61.9	63.5	166.2	170.2
1	178.4	175	65.9	66	80.9	79.4	167.4	167.6
1	207.5	210	69.4	70	94.1	95.3	176.2	177.8
0	148.8	147	62.7	63	67.5	66.7	159.2	160.0
0	292.8	290	66.9	68	132.8	131.5	169.9	172.7
1	153.7	150	70.7	71	69.7	68.0	179.7	180.3
0	180.3	175	65.9	67	81.8	79.4	167.3	170.2
0	171.3	160	64.4	64	77.7	72.6	163.7	162.6
0	146.2	145	63.3	64	66.3	65.8	160.8	162.6
1	180.3	175	72.3	72	81.8	79.4	183.7	182.9
0	188.9	188	67.2	68	85.7	85.3	170.7	172.7
1	174.4	186	68.5	67	79.1	84.4	173.9	170.2
1	201.7	200	71.3	71	91.5	90.7	181.2	180.3
1	170.9	185	70.8	72	77.5	83.9	179.9	182.9
1	151.0	150	67.7	68	68.5	68.0	171.9	172.7
1	214.3	198	65.6	64	97.2	89.8	166.7	162.6
1	107.6	110	65.3	67	48.8	49.9	165.9	170.2
0	185.6	150	59.6	59	84.2	68.0	151.3	149.9
0	213.8	190	62.5	63	97.0	86.2	158.8	160.0
1	170.6	175	61.6	66	77.4	79.4	156.5	167.6
1	229.3	230	68.2	68	104.0	104.3	173.2	172.7
0	274.0	305	66.5	67	124.3	138.3	169.0	170.2
0	155.4	154	62.1	63	70.5	69.9	157.7	160.0
1	187.8	185	65.3	66	85.2	83.9	165.9	167.6
1	352.5	355	74.0	75	159.9	161.0	187.9	190.5
0	180.3	181	66.6	70	81.8	82.1	169.2	177.8
0	198.9	200	62.7	64	90.2	90.7	159.3	162.6
0	179.2	170	66.4	67	81.3	77.1	168.7	170.2
1	244.7	245	70.3	72	111.0	111.1	178.6	182.9
1	252.9	265	68.6	69	114.7	120.2	174.2	175.3
1	189.2	200	70.6	72	85.8	90.7	179.4	182.9
0	141.5	140	65.6	66	64.2	63.5	166.5	167.6
1	135.8	140	66.4	67	61.6	63.5	168.6	170.2
1	207.7	212	69.6	70	94.2	96.2	176.9	177.8
1	163.6	162	63.2	65	74.2	73.5	160.5	165.1
0	146.2	150	59.5	60	66.3	68.0	151.2	152.4
0	109.6	115	60.7	61	49.7	52.2	154.1	154.9
0	151.9	155	60.6	62	68.9	70.3	153.9	157.5
1	196.4	195	65.9	66	89.1	88.5	167.5	167.6
0	160.3	161	58.2	67	72.7	73.0	147.9	170.2
1	166.7	155	60.7	62	75.6	70.3	154.3	157.5
0	286.8	275	56.3	60	130.1	124.7	143.0	152.4
0	146.6	147	61.3	62	66.5	66.7	155.7	157.5
0	133.2	138	62.0	61	60.4	62.6	157.4	154.9
1	152.6	157	62.4	57	69.2	71.2	158.6	144.8
1	154.1	155	67.0	68	69.9	70.3	170.3	172.7
1	277.8	250	72.2	74	126.0	113.4	183.4	188.0
0	164.2	160	62.8	64	74.5	72.6	159.6	162.6
1	253.5	245	71.3	72	115.0	111.1	181.1	182.9
1	187.4	187	69.4	70	85.0	84.8	176.3	177.8
1	280.9	260	68.9	67	127.4	117.9	174.9	170.2
0	122.4	122	62.9	63	55.5	55.3	159.7	160.0
0	159.8	141	62.8	63	72.5	64.0	159.4	160.0
0	227.1	200	64.9	65	103.0	90.7	164.9	165.1
1	179.5	135	73.1	73	81.4	61.2	185.7	185.4
0	176.1	175	63.6	63	79.9	79.4	161.5	160.0
1	234.1	240	71.5	73	106.2	108.9	181.6	185.4
0	222.7	198	60.6	61	101.0	89.8	153.9	154.9
1	159.8	165	66.3	69	72.5	74.8	168.4	175.3
0	113.8	114	58.4	59	51.6	51.7	148.3	149.9
1	192.9	180	68.4	70	87.5	81.6	173.7	177.8
0	160.5	155	63.2	64	72.8	70.3	160.6	162.6
1	182.1	181	67.3	69	82.6	82.1	171.0	175.3
1	193.8	205	69.3	70	87.9	93.0	176.0	177.8
1	214.7	223	65.5	67	97.4	101.2	166.4	170.2
1	213.8	204	75.1	76	97.0	92.5	190.8	193.0
1	166.0	175	66.8	67	75.3	79.4	169.6	170.2
1	181.4	175	72.5	72	82.3	79.4	184.1	182.9
0	179.9	181	59.3	58	81.6	82.1	150.6	147.3
1	219.6	220	74.0	75	99.6	99.8	187.9	190.5
0	146.2	140	63.8	66	66.3	63.5	162.0	167.6
0	143.7	147	61.5	62	65.2	66.7	156.2	157.5
1	260.8	250	72.2	73	118.3	113.4	183.5	185.4
1	139.6	140	62.6	62	63.3	63.5	159.1	157.5
0	140.2	140	60.0	60	63.6	63.5	152.4	152.4
0	200.6	195	62.8	63	91.0	88.5	159.4	160.0
1	241.6	255	71.3	72	109.6	115.7	181.0	182.9
1	162.3	165	69.3	71	73.6	74.8	176.1	180.3
1	143.3	145	67.6	67	65.0	65.8	171.8	170.2
0	240.7	265	62.4	62	109.2	120.2	158.6	157.5
0	227.1	220	66.5	69	103.0	99.8	168.8	175.3
0	182.8	181	63.7	64	82.9	82.1	161.8	162.6
1	183.0	185	66.8	67	83.0	83.9	169.7	170.2
0	193.6	190	58.9	60	87.8	86.2	149.7	152.4
1	160.1	140	70.5	71	72.6	63.5	179.0	180.3
1	187.8	189	69.4	71	85.2	85.7	176.4	180.3
1	152.3	150	68.0	72	69.1	68.0	172.8	182.9
1	214.7	212	69.6	70	97.4	96.2	176.9	177.8
0	160.5	163	59.9	62	72.8	73.9	152.2	157.5
1	160.7	166	65.1	67	72.9	75.3	165.4	170.2
1	152.3	150	67.7	68	69.1	68.0	172.0	172.7
0	155.6	154	63.0	62	70.6	69.9	159.9	157.5
1	231.7	230	70.5	71	105.1	104.3	179.0	180.3
0	135.4	136	60.5	62	61.4	61.7	153.6	157.5
1	205.3	205	64.9	65	93.1	93.0	164.9	165.1
1	158.3	155	70.6	71	71.8	70.3	179.3	180.3
1	175.5	180	71.7	72	79.6	81.6	182.1	182.9
1	207.9	215	69.7	72	94.3	97.5	177.1	182.9
0	186.5	182	64.4	64	84.6	82.6	163.5	162.6
0	159.0	140	68.6	69	72.1	63.5	174.3	175.3
1	268.7	265	72.9	74	121.9	120.2	185.2	188.0
1	118.4	120	66.4	67	53.7	54.4	168.6	170.2
1	169.8	185	69.1	69	77.0	83.9	175.5	175.3
0	249.6	230	62.9	64	113.2	104.3	159.8	162.6
0	160.7	160	66.9	67	72.9	72.6	169.9	170.2
1	303.8	285	68.0	69	137.8	129.3	172.6	175.3
1	175.3	173	70.2	70	79.5	78.5	178.3	177.8
1	229.3	225	64.7	67	104.0	102.1	164.3	170.2
1	158.7	160	68.1	69	72.0	72.6	173.1	175.3
1	209.9	210	66.1	67	95.2	95.3	168.0	170.2
1	259.5	230	71.0	81	117.7	104.3	180.4	205.7
0	110.5	114	59.9	60	50.1	51.7	152.2	152.4
1	179.0	170	65.8	65	81.2	77.1	167.2	165.1
0	148.8	140	62.2	62	67.5	63.5	158.1	157.5
1	243.2	230	67.8	68	110.3	104.3	172.3	172.7
0	125.0	125	59.1	59	56.7	56.7	150.2	149.9
0	140.4	138	63.5	64	63.7	62.6	161.3	162.6
0	210.1	201	65.2	65	95.3	91.2	165.5	165.1
1	115.7	118	71.3	72	52.5	53.5	181.0	182.9
1	169.8	150	59.6	63	77.0	68.0	151.5	160.0
0	104.1	116	62.6	64	47.2	52.6	158.9	162.6
0	225.5	200	61.5	62	102.3	90.7	156.3	157.5
0	127.6	124	64.9	66	57.9	56.2	164.8	167.6
0	102.5	96	63.3	62	46.5	43.5	160.7	157.5
0	135.1	137	63.7	64	61.3	62.1	161.7	162.6
0	190.7	195	69.7	72	86.5	88.5	177.0	182.9
0	157.0	158	58.9	59	71.2	71.7	149.5	149.9
0	147.5	170	62.8	63	66.9	77.1	159.6	160.0
0	153.4	140	58.9	62	69.6	63.5	149.5	157.5
1	184.1	185	70.5	69	83.5	83.9	179.0	175.3
1	182.8	180	65.7	67	82.9	81.6	166.8	170.2
0	176.4	180	62.5	62	80.0	81.6	158.8	157.5
0	144.8	132	60.2	62	65.7	59.9	153.0	157.5
0	169.5	163	58.1	59	76.9	73.9	147.6	149.9
0	203.7	190	72.2	72	92.4	86.2	183.4	182.9
1	197.8	180	66.7	67	89.7	81.6	169.3	170.2
0	151.7	155	60.6	62	68.8	70.3	153.8	157.5
0	118.8	115	61.8	63	53.9	52.2	156.9	160.0
1	179.9	181	68.4	68	81.6	82.1	173.8	172.7
0	152.1	156	57.5	62	69.0	70.8	146.1	157.5
0	175.7	179	60.8	62	79.7	81.2	154.4	157.5
0	195.3	185	60.6	60	88.6	83.9	153.9	152.4
1	229.7	229	69.1	73	104.2	103.9	175.5	185.4
0	108.9	112	59.3	61	49.4	50.8	150.7	154.9
1	224.2	210	66.4	67	101.7	95.3	168.6	170.2
1	121.7	121	67.2	67	55.2	54.9	170.6	170.2
0	202.2	185	66.8	68	91.7	83.9	169.7	172.7
0	94.6	91	58.6	59	42.9	41.3	148.9	149.9
1	205.5	198	71.0	72	93.2	89.8	180.3	182.9
0	138.5	130	59.2	59	62.8	59.0	150.3	149.9
0	136.5	130	61.6	60	61.9	59.0	156.4	152.4
1	170.6	160	70.2	71	77.4	72.6	178.4	180.3
1	142.9	144	67.7	68	64.8	65.3	172.0	172.7
1	179.5	170	65.6	67	81.4	77.1	166.5	170.2
0	197.3	180	62.5	62	89.5	81.6	158.7	157.5
1	116.4	120	58.7	60	52.8	54.4	149.2	152.4
0	156.3	156	61.5	60	70.9	70.8	156.2	152.4
0	141.3	144	59.1	62	64.1	65.3	150.1	157.5
1	154.3	154	67.1	50	70.0	69.9	170.5	127.0
1	183.6	180	69.5	69	83.3	81.6	176.5	175.3
1	282.9	270	70.4	71	128.3	122.5	178.8	180.3
1	169.1	170	67.8	70	76.7	77.1	172.1	177.8
0	100.3	106	59.4	60	45.5	48.1	150.9	152.4
0	156.7	155	66.7	66	71.1	70.3	169.3	167.6
1	152.1	150	68.8	69	69.0	68.0	174.8	175.3
1	165.3	170	68.1	70	75.0	77.1	173.0	177.8
1	162.0	163	66.4	65	73.5	73.9	168.7	165.1
0	121.0	117	59.5	60	54.9	53.1	151.1	152.4
1	201.9	200	61.3	61	91.6	90.7	155.6	154.9
1	112.2	110	66.5	67	50.9	49.9	168.9	170.2
1	169.1	160	67.5	68	76.7	72.6	171.5	172.7
1	200.6	190	69.1	71	91.0	86.2	175.5	180.3
1	110.5	112	66.3	67	50.1	50.8	168.3	170.2
0	136.9	131	61.9	62	62.1	59.4	157.1	157.5
0	170.0	168	64.3	65	77.1	76.2	163.4	165.1
0	208.8	205	64.3	67	94.7	93.0	163.4	170.2
0	99.0	103	58.3	59	44.9	46.7	148.2	149.9
0	265.4	270	66.9	68	120.4	122.5	169.9	172.7
1	176.6	174	65.4	67	80.1	78.9	166.0	170.2
1	199.3	194	63.7	65	90.4	88.0	161.7	165.1
0	140.9	137	64.2	65	63.9	62.1	163.0	165.1
1	240.3	210	71.6	72	109.0	95.3	181.9	182.9
0	135.4	135	61.6	62	61.4	61.2	156.4	157.5
0	156.1	155	67.2	68	70.8	70.3	170.8	172.7
1	184.1	182	70.6	70	83.5	82.6	179.4	177.8
1	262.1	260	71.2	72	118.9	117.9	180.8	182.9
0	131.2	126	60.9	61	59.5	57.2	154.7	154.9
1	178.6	180	65.5	65	81.0	81.6	166.4	165.1
0	118.4	125	63.9	64	53.7	56.7	162.2	162.6
1	124.8	130	64.6	66	56.6	59.0	164.2	167.6
0	100.8	100	56.7	59	45.7	45.4	144.1	149.9
0	187.4	182	63.1	62	85.0	82.6	160.2	157.5
0	147.0	145	63.9	65	66.7	65.8	162.4	165.1
1	166.4	167	68.5	70	75.5	75.7	174.0	177.8
0	150.4	146	59.8	60	68.2	66.2	151.8	152.4
1	143.5	143	70.4	72	65.1	64.9	178.7	182.9
0	195.3	192	61.3	62	88.6	87.1	155.6	157.5
1	320.8	324	69.1	69	145.5	147.0	175.6	175.3
1	203.5	200	70.3	66	92.3	90.7	178.6	167.6
0	203.0	200	64.2	65	92.1	90.7	163.0	165.1
0	129.4	130	60.4	61	58.7	59.0	153.3	154.9
0	257.9	230	63.7	64	117.0	104.3	161.8	162.6
1	196.9	198	64.7	65	89.3	89.8	164.4	165.1
1	215.2	209	66.8	70	97.6	94.8	169.6	177.8
0	129.4	130	64.6	65	58.7	59.0	164.0	165.1
0	149.0	150	67.6	69	67.6	68.0	171.8	175.3
0	111.3	110	63.6	64	50.5	49.9	161.6	162.6
1	185.8	180	70.7	71	84.3	81.6	179.5	180.3
0	304.2	303	66.9	71	138.0	137.4	170.0	180.3
1	164.5	161	64.6	65	74.6	73.0	164.1	165.1
1	239.2	237	71.0	71	108.5	107.5	180.3	180.3
0	177.0	181	63.0	62	80.3	82.1	160.1	157.5
1	178.4	180	68.7	69	80.9	81.6	174.5	175.3
1	196.7	205	67.6	70	89.2	93.0	171.7	177.8
1	214.7	215	73.0	74	97.4	97.5	185.3	188.0
1	202.2	200	66.5	69	91.7	90.7	168.8	175.3
1	220.5	215	67.1	68	100.0	97.5	170.5	172.7
0	147.5	140	64.7	65	66.9	63.5	164.4	165.1
1	104.3	154	59.3	47	47.3	69.9	150.7	119.4
1	167.1	162	61.8	62	75.8	73.5	157.0	157.5
0	197.3	191	65.4	66	89.5	86.6	166.2	167.6
0	167.8	170	60.0	61	76.1	77.1	152.4	154.9
1	171.7	165	69.8	70	77.9	74.8	177.2	177.8
1	195.6	192	66.1	67	88.7	87.1	168.0	170.2
0	228.8	235	70.9	72	103.8	106.6	180.0	182.9
0	177.3	174	59.7	61	80.4	78.9	151.6	154.9
0	222.2	215	63.0	63	100.8	97.5	159.9	160.0
1	264.1	250	67.3	69	119.8	113.4	171.0	175.3
0	157.0	150	66.7	68	71.2	68.0	169.3	172.7
1	172.8	170	70.6	72	78.4	77.1	179.4	182.9
1	157.2	160	68.7	69	71.3	72.6	174.6	175.3
0	236.8	235	63.5	63	107.4	106.6	161.3	160.0
1	185.8	175	73.1	74	84.3	79.4	185.8	188.0
0	177.0	170	62.2	63	80.3	77.1	158.1	160.0
0	332.7	325	68.5	69	150.9	147.4	174.1	175.3
0	159.2	150	64.7	66	72.2	68.0	164.3	167.6
0	175.3	180	60.4	60	79.5	81.6	153.3	152.4
1	113.1	143	66.0	69	51.3	64.9	167.7	175.3
1	226.9	225	69.3	73	102.9	102.1	176.0	185.4
1	180.6	194	72.5	76	81.9	88.0	184.1	193.0
0	256.0	240	65.7	66	116.1	108.9	167.0	167.6
0	128.5	126	61.1	62	58.3	57.2	155.2	157.5
0	161.2	165	66.2	65	73.1	74.8	168.1	165.1
0	281.1	284	62.3	63	127.5	128.8	158.2	160.0
1	177.5	165	63.8	65	80.5	74.8	162.0	165.1
1	228.8	229	67.0	69	103.8	103.9	170.3	175.3
0	173.1	181	65.3	68	78.5	82.1	165.9	172.7
0	139.3	120	60.6	61	63.2	54.4	153.9	154.9
0	155.6	150	64.3	66	70.6	68.0	163.2	167.6
0	138.9	137	60.3	62	63.0	62.1	153.1	157.5
0	185.8	175	66.9	68	84.3	79.4	170.0	172.7
1	248.5	235	69.0	74	112.7	106.6	175.3	188.0
0	143.5	145	62.8	63	65.1	65.8	159.5	160.0
1	238.1	240	73.0	74	108.0	108.9	185.4	188.0
0	97.4	100	61.9	62	44.2	45.4	157.3	157.5
1	196.7	198	68.5	69	89.2	89.8	173.9	175.3
1	185.4	195	72.1	73	84.1	88.5	183.1	185.4
1	230.6	235	66.2	66	104.6	106.6	168.2	167.6
0	136.5	140	62.6	63	61.9	63.5	159.0	160.0
1	184.3	185	69.4	71	83.6	83.9	176.2	180.3
1	168.7	166	64.3	65	76.5	75.3	163.2	165.1
0	194.9	155	68.3	68	88.4	70.3	173.6	172.7
1	285.5	270	73.7	76	129.5	122.5	187.2	193.0
1	196.4	200	66.5	71	89.1	90.7	169.0	180.3
1	305.8	265	71.7	71	138.7	120.2	182.2	180.3
1	169.5	165	68.2	68	76.9	74.8	173.3	172.7
1	198.0	200	63.0	63	89.8	90.7	159.9	160.0
1	229.3	235	72.3	72	104.0	106.6	183.6	182.9
1	169.8	165	71.0	72	77.0	74.8	180.3	182.9
0	121.3	120	67.3	68	55.0	54.4	170.9	172.7
1	170.9	162	66.6	66	77.5	73.5	169.2	167.6
0	291.9	230	65.2	66	132.4	104.3	165.5	167.6
1	256.0	250	64.8	67	116.1	113.4	164.6	170.2
0	199.3	200	60.9	61	90.4	90.7	154.6	154.9
0	127.2	131	59.3	62	57.7	59.4	150.6	157.5
1	215.4	222	74.6	75	97.7	100.7	189.4	190.5
1	155.4	154	65.2	66	70.5	69.9	165.7	167.6
0	183.4	180	66.9	66	83.2	81.6	170.0	167.6
1	265.7	260	72.8	74	120.5	117.9	184.8	188.0
0	256.6	250	63.9	64	116.4	113.4	162.3	162.6
1	151.0	162	64.7	63	68.5	73.5	164.4	160.0
0	209.0	200	63.5	64	94.8	90.7	161.2	162.6
0	161.6	160	61.0	63	73.3	72.6	154.9	160.0
0	160.1	158	59.3	60	72.6	71.7	150.5	152.4
1	112.9	120	60.9	60	51.2	54.4	154.7	152.4
1	181.7	180	74.3	73	82.4	81.6	188.6	185.4
0	174.4	176	63.3	65	79.1	79.8	160.9	165.1
0	150.6	145	61.3	60	68.3	65.8	155.8	152.4
1	183.9	182	65.6	68	83.4	82.6	166.6	172.7
1	154.3	155	71.8	74	70.0	70.3	182.3	188.0
0	236.8	243	64.6	65	107.4	110.2	164.2	165.1
1	153.9	160	63.5	64	69.8	72.6	161.4	162.6
1	157.4	160	62.6	60	71.4	72.6	159.1	152.4
1	182.3	176	67.0	67	82.7	79.8	170.3	170.2
1	167.1	169	65.6	68	75.8	76.7	166.5	172.7
1	141.3	143	67.8	67	64.1	64.9	172.2	170.2
0	217.8	215	64.8	64	98.8	97.5	164.6	162.6
0	194.9	196	63.1	64	88.4	88.9	160.3	162.6
0	171.7	172	57.1	58	77.9	78.0	145.1	147.3
1	197.5	210	72.3	72	89.6	95.3	183.7	182.9
0	151.9	152	62.1	63	68.9	68.9	157.7	160.0
1	251.8	255	68.7	70	114.2	115.7	174.5	177.8
1	194.2	185	69.8	70	88.1	83.9	177.2	177.8
1	175.5	170	67.2	66	79.6	77.1	170.6	167.6
0	107.8	107	58.6	57	48.9	48.5	148.8	144.8
1	180.3	189	64.6	66	81.8	85.7	164.0	167.6
0	99.0	100	61.0	62	44.9	45.4	155.0	157.5
0	170.6	160	61.5	62	77.4	72.6	156.2	157.5
1	147.0	155	66.0	67	66.7	70.3	167.6	170.2
0	187.6	180	66.6	68	85.1	81.6	169.1	172.7
1	196.2	203	66.6	66	89.0	92.1	169.1	167.6
0	157.6	152	65.7	65	71.5	68.9	167.0	165.1
1	244.5	240	68.9	72	110.9	108.9	174.9	182.9
1	205.7	200	63.4	66	93.3	90.7	161.0	167.6
0	188.1	185	65.9	67	85.3	83.9	167.5	170.2
1	151.0	145	63.2	64	68.5	65.8	160.5	162.6
0	172.2	174	63.3	63	78.1	78.9	160.7	160.0
0	206.1	187	64.0	64	93.5	84.8	162.6	162.6
1	224.7	220	67.8	69	101.9	99.8	172.1	175.3
1	103.0	120	61.8	63	46.7	54.4	156.9	160.0
1	154.1	157	67.3	67	69.9	71.2	171.0	170.2
1	138.0	140	66.2	69	62.6	63.5	168.1	175.3
1	186.3	185	69.9	70	84.5	83.9	177.6	177.8
0	127.2	127	61.6	61	57.7	57.6	156.5	154.9
0	105.8	105	57.5	60	48.0	47.6	146.1	152.4
0	151.5	140	62.7	61	68.7	63.5	159.3	154.9
1	226.6	230	68.1	67	102.8	104.3	172.9	170.2
1	183.4	189	66.1	68	83.2	85.7	167.9	172.7
0	226.4	229	61.6	61	102.7	103.9	156.5	154.9
0	79.4	100	58.1	60	36.0	45.4	147.5	152.4
0	108.5	105	60.4	60	49.2	47.6	153.3	152.4
0	151.7	155	67.2	68	68.8	70.3	170.7	172.7
1	326.5	326	65.5	65	148.1	147.9	166.3	165.1
1	185.2	160	68.7	69	84.0	72.6	174.6	175.3
0	291.0	289	65.2	64	132.0	131.1	165.5	162.6
0	163.1	160	63.1	63	74.0	72.6	160.4	160.0
1	108.7	116	61.6	62	49.3	52.6	156.4	157.5
1	165.8	185	63.9	65	75.2	83.9	162.4	165.1
0	110.0	108	60.5	61	49.9	49.0	153.7	154.9
0	170.2	162	67.2	66	77.2	73.5	170.6	167.6
0	136.7	139	57.4	59	62.0	63.0	145.8	149.9
0	199.7	203	63.7	64	90.6	92.1	161.8	162.6
1	198.0	205	70.7	72	89.8	93.0	179.7	182.9
0	175.7	177	61.6	62	79.7	80.3	156.4	157.5
1	157.2	160	65.8	66	71.3	72.6	167.2	167.6
1	316.6	310	69.6	69	143.6	140.6	176.7	175.3
1	128.1	132	66.6	68	58.1	59.9	169.1	172.7
